feature_profile,max_iter,learning_rate,max_leaf_nodes,l2_regularization,class_weight,draw_probability_multiplier,calibration_temperature,validation_accuracy,pooled_validation_accuracy,validation_log_loss,selected
context_no_market,120,0.04,15,3.0,none,0.85,1.3,0.5762867647058824,0.6112454655380894,0.9307326864816735,False
context_no_market,120,0.04,15,3.0,none,0.85,1.5,0.5762867647058824,0.6112454655380894,0.9330232436981849,False
context_no_market,120,0.04,15,3.0,none,0.95,0.85,0.5725515133378933,0.6112454655380894,0.9569721515972254,False
context_no_market,120,0.04,15,3.0,none,0.95,1.0,0.5725515133378933,0.6112454655380894,0.9390339161625136,False
context_no_market,120,0.04,15,3.0,none,0.95,1.15,0.5725515133378933,0.6112454655380894,0.9320299706195034,False
context_no_market,120,0.04,15,3.0,none,0.95,1.3,0.5725515133378933,0.6112454655380894,0.9308985560211058,False
context_no_market,120,0.04,15,3.0,none,0.95,1.5,0.5725515133378933,0.6112454655380894,0.9341085576812697,False
context_no_market,120,0.04,15,3.0,none,1.0,0.85,0.5725515133378933,0.6112454655380894,0.9553129049353966,False
context_no_market,120,0.04,15,3.0,none,1.0,1.0,0.5725515133378933,0.6112454655380894,0.938448745936256,False
context_no_market,120,0.04,15,3.0,none,1.0,1.15,0.5725515133378933,0.6112454655380894,0.9321045514262613,False
context_no_market,120,0.04,15,3.0,none,1.0,1.3,0.5725515133378933,0.6112454655380894,0.9313904944492938,False
