group_shrinkage,knockout_shrinkage,rotation_strength,rotation_draw_share,validation_log_loss,validation_accuracy,selected
0.1,0.15,0.15,0.25,0.861519973417807,0.607795172863666,False
0.1,0.15,0.15,0.5,0.8615313947879792,0.607795172863666,False
0.1,0.15,0.2,0.25,0.8614661511238269,0.607795172863666,False
0.1,0.15,0.2,0.5,0.8614820485575927,0.607795172863666,False
0.15,0.0,0.0,0.25,0.8613986789836138,0.607795172863666,False
0.15,0.0,0.0,0.5,0.8613986789836138,0.607795172863666,False
0.15,0.0,0.05,0.25,0.86133574397707,0.607795172863666,False
0.15,0.0,0.05,0.5,0.86133937869509,0.607795172863666,False
0.15,0.0,0.1,0.25,0.8612769887591092,0.607795172863666,False
0.15,0.0,0.1,0.5,0.861284570096857,0.607795172863666,False
0.15,0.0,0.15,0.25,0.8612223562157197,0.607795172863666,False
0.15,0.0,0.15,0.5,0.8612342041726258,0.607795172863666,False
0.15,0.0,0.2,0.25,0.8611718646249731,0.607795172863666,False
0.15,0.0,0.2,0.5,0.8611883090038094,0.607795172863666,False
0.15,0.05,0.0,0.25,0.8614573679047344,0.607795172863666,False
0.15,0.05,0.0,0.5,0.8614573679047344,0.607795172863666,False
0.15,0.05,0.05,0.25,0.8613944328981907,0.607795172863666,False
0.15,0.05,0.05,0.5,0.8613980676162108,0.607795172863666,False
0.15,0.05,0.1,0.25,0.8613356776802299,0.607795172863666,False
0.15,0.05,0.1,0.5,0.8613432590179776,0.607795172863666,False
0.15,0.05,0.15,0.25,0.8612810451368403,0.607795172863666,False
0.15,0.05,0.15,0.5,0.8612928930937463,0.607795172863666,False
0.15,0.05,0.2,0.25,0.8612305535460939,0.607795172863666,False
0.15,0.05,0.2,0.5,0.86124699792493,0.607795172863666,False
0.15,0.1,0.0,0.25,0.8615219211006088,0.607795172863666,False
0.15,0.1,0.0,0.5,0.8615219211006088,0.607795172863666,False
0.15,0.1,0.05,0.25,0.861458986094065,0.607795172863666,False
0.15,0.1,0.05,0.5,0.8614626208120852,0.607795172863666,False
0.15,0.1,0.1,0.25,0.8614002308761044,0.607795172863666,False
0.15,0.1,0.1,0.5,0.8614078122138521,0.607795172863666,False
0.15,0.1,0.15,0.25,0.8613455983327148,0.607795172863666,False
0.15,0.1,0.15,0.5,0.8613574462896209,0.607795172863666,False
0.15,0.1,0.2,0.25,0.8612951067419684,0.607795172863666,False
0.15,0.1,0.2,0.5,0.8613115511208043,0.607795172863666,False
0.15,0.15,0.0,0.25,0.8615922033983294,0.607795172863666,False
0.15,0.15,0.0,0.5,0.8615922033983294,0.607795172863666,False
